price,lot_size,waterfront,age,land_value,new_construct,central_air,living_area,pct_college,bedrooms,fireplaces,bathrooms,rooms,test,living_area_log,land_value_log,price_log,fuel_type_Gas,fuel_type_Oil,heat_type_Hot Air,heat_type_Hot Water,sewer_type_Private,sewer_type_Public
187000,0.46,0,3,15200,0,0,1858,52,3,1,2.5,7,0,7.527255919373784,9.629050706834368,12.138863895836725,True,False,True,False,True,False
229000,0.87,0,9,41100,0,0,2219,64,3,1,2.0,8,1,7.704811922932594,10.623763400484325,12.341477282536376,True,False,True,False,False,True
227000,1.8,0,201,25500,0,0,1876,52,3,0,2.5,5,0,7.53689712956617,10.146433731146518,12.332705296463539,False,True,True,False,True,False
179900,0.46,0,1,15200,0,0,2026,52,4,1,2.5,6,0,7.613818684808629,9.629050706834368,12.100156419938624,True,False,True,False,True,False
169900,0.91,0,19,20200,0,1,1671,71,4,1,3.0,8,0,7.421177528595393,9.913437883389296,12.042965307660024,True,False,True,False,True,False
209900,0.46,0,1,15200,0,0,2060,52,4,1,2.5,7,0,7.630461261783627,9.629050706834368,12.254386505808725,True,False,True,False,False,False
169900,0.59,0,0,17300,0,0,1884,52,4,1,2.5,9,0,7.5411524551363085,9.75846178048587,12.042965307660024,True,False,True,False,True,False
293000,7.24,0,43,36600,0,0,2022,71,4,2,3.0,6,1,7.611842399580417,10.507803519389457,12.587927887999204,True,False,False,True,True,False
245900,0.19,0,0,20700,0,1,2394,71,4,1,2.5,7,0,7.780720886117918,9.93788897925346,12.412680228204284,True,False,True,False,False,False
157000,0.46,0,45,20200,0,0,1390,71,3,1,1.5,6,0,7.237059026124737,9.913437883389296,11.964001084330445,True,False,True,False,True,False
195000,0.41,0,32,27100,0,1,1954,71,4,0,2.5,8,0,7.577633832602728,10.207289006867793,12.180754837545884,True,False,True,False,True,False
150000,0.78,0,54,24500,0,1,1554,71,3,1,1.5,5,0,7.348587530927593,10.106428396532818,11.918390573078392,False,True,True,False,True,False
234900,0.89,0,9,41600,0,1,1976,64,3,0,2.5,6,0,7.588829878307813,10.635855446249355,12.366915170647005,True,False,True,False,False,True
279550,1.34,0,0,44400,0,0,2479,71,4,1,2.5,10,0,7.8156105320351905,10.700994748420316,12.540936446454792,True,False,True,False,True,False
246500,1.0,0,0,17100,0,0,2714,71,4,1,2.5,9,0,7.906178840394815,9.746833742490752,12.415117272464881,True,False,True,False,False,False
124000,1.0,0,98,15500,0,0,797,52,2,0,1.0,3,1,6.680854678790215,9.648595302907339,11.728036844587175,False,True,True,False,True,False
138000,0.27,0,54,8900,0,0,1500,71,3,0,2.5,7,0,7.313220387090301,9.093806555720231,11.835008964139341,True,False,False,True,True,False
290000,0.71,1,73,61000,0,0,1838,71,4,0,2.0,8,0,7.516433302915632,11.018629143155449,12.577636201962656,False,True,True,False,True,False
108000,0.9,0,48,19000,0,0,1042,71,2,1,2.0,3,1,6.948897222313312,9.852194258148577,11.589886506106357,True,False,True,False,True,False
134900,0.24,0,10,8000,0,1,1782,52,3,0,2.5,6,1,7.485491608030754,8.987196820661973,11.812289042195847,True,False,True,False,False,True
64500,0.06,0,16,1600,0,0,1480,52,2,1,2.5,5,0,7.299797366758161,7.3777589082278725,11.074420502783864,True,False,True,False,False,True
142000,0.55,0,20,13800,0,0,1426,52,3,1,2.0,6,0,7.262628600974241,9.532423871145296,11.863582336583399,True,False,True,False,True,False
125000,0.34,0,32,11100,0,0,1404,52,3,0,2.0,5,0,7.247080584585756,9.314700387300425,11.736069016284437,True,False,True,False,True,False
88000,0.19,0,15,3400,0,1,1480,52,3,1,1.5,5,0,7.299797366758161,8.131530710604252,11.385092093460344,True,False,False,True,False,True
135000,0.23,0,135,8100,0,0,1344,52,3,0,1.0,5,0,7.203405521083095,8.99961934066053,11.813030057420567,True,False,False,True,False,True
90000,0.07,0,14,1800,0,1,1480,52,2,1,2.5,5,0,7.299797366758161,7.495541943884256,11.407564949312402,True,False,True,False,False,True
90100,0.09,0,15,2400,0,0,1480,52,3,1,1.5,7,1,7.299797366758161,7.783224016336037,11.40867544359643,True,False,False,True,False,True
126900,0.25,0,10,8400,0,0,1596,52,3,0,2.5,6,0,7.3752557780097545,9.035986984831405,11.751154653702478,True,False,True,False,False,True
175000,0.47,0,15,27200,0,0,1768,52,3,1,2.0,5,0,7.477604243197589,10.210972252284089,12.072541252905651,False,False,False,False,True,False
158000,0.36,0,10,12100,0,1,1348,52,2,1,2.0,3,0,7.206377291472252,9.400960731584833,11.970350312009105,True,False,True,False,False,True
92000,0.07,0,14,1800,0,0,1480,52,3,1,1.5,8,0,7.299797366758161,7.495541943884256,11.429543856031177,True,False,True,False,False,True
82800,0.11,0,225,3900,0,0,1483,52,3,0,1.0,7,0,7.301822342137932,8.268731832117737,11.32418334037335,True,False,True,False,False,True
140000,0.23,0,25,8300,0,1,1576,52,4,1,1.5,5,0,7.362645270417825,9.02401079378469,11.84939770159144,True,False,True,False,False,True
171000,3.16,0,15,24100,0,0,1008,52,2,0,1.0,7,0,6.915723448631314,10.089967119478747,12.049418835484797,False,False,False,False,True,False
200640,0.08,0,0,32000,1,0,2332,52,4,0,2.5,9,0,7.754481547470383,10.373491181781864,12.209267536426692,True,False,True,False,False,True
139000,0.57,0,30,7500,0,0,1064,52,3,1,1.0,5,0,6.96979066990159,8.922658299524402,11.842229212112828,False,True,True,False,True,False
225000,0.5,0,12,15300,0,1,2428,52,4,1,2.5,11,1,7.794823152179389,9.635608107380527,12.323855681186558,True,False,True,False,False,True
182000,1.0,0,16,26600,0,0,1310,52,3,1,2.0,7,1,7.177782416195197,10.188666494769791,12.111761966058932,False,False,False,False,True,False
208767,0.5,0,0,32000,1,1,1662,52,3,0,2.0,7,0,7.415776975415394,10.373491181781864,12.248974076523028,True,False,True,False,False,True
186000,0.55,0,0,4400,1,0,2000,52,4,0,2.5,7,0,7.600902459542082,8.389359819906353,12.133501952695338,True,False,True,False,False,True
93000,0.1,0,14,2600,0,0,1480,52,3,1,1.5,6,1,7.299797366758161,7.8632667240095735,11.440354772135393,True,False,True,False,False,True
257386,0.5,0,0,32000,1,1,2969,52,4,1,4.0,10,0,7.99598047476376,10.373491181781864,12.458332182610581,True,False,True,False,False,True
161000,0.31,0,10,10400,0,1,1542,52,3,0,2.5,5,1,7.340835554123275,9.249561085129464,11.9891596439666,True,False,True,False,False,True
92000,0.28,0,18,6300,0,0,1527,52,4,0,2.0,7,1,7.3310603052186325,8.748304912379623,11.429543856031177,False,True,True,False,True,False
211002,0.06,0,0,32000,1,0,2195,52,4,0,2.5,8,1,7.693937325509272,10.373491181781864,12.259622891086266,True,False,True,False,False,True
115000,0.06,0,14,1600,0,0,1480,52,3,1,1.5,6,0,7.299797366758161,7.3777589082278725,11.652687407345388,True,False,True,False,False,True
113000,0.46,0,53,9200,0,1,1452,52,3,0,2.0,7,0,7.280697195384741,9.126958763037132,11.635143097694478,False,True,False,True,True,False
216300,0.1,0,0,32000,1,0,2360,52,4,0,2.5,10,0,7.7664168980196555,10.373491181781864,12.28442161194115,True,False,True,False,False,True
145000,2.12,0,32,19000,0,0,1440,52,3,1,1.0,8,0,7.272398392570047,9.852194258148577,11.884489021402711,False,True,True,False,True,False
114000,0.06,0,14,1600,0,0,1480,52,2,1,2.5,5,0,7.299797366758161,7.3777589082278725,11.643953727376633,False,False,True,False,False,True
139050,0.21,0,125,7300,0,0,1879,52,3,0,2.5,6,0,7.538494999413465,8.895629627136483,11.842588859662111,True,False,True,False,False,True
104000,0.06,0,14,1600,0,0,1480,52,3,0,1.5,6,1,7.299797366758161,7.3777589082278725,11.55214617812351,True,False,True,False,False,True
169900,0.26,0,11,8700,0,0,1792,52,3,0,2.5,8,0,7.491087593534876,9.071078304642676,12.042965307660024,True,False,True,False,False,True
177900,0.29,0,2,25000,0,0,1386,44,3,0,2.5,5,0,7.234177179749849,10.126631103850338,12.088976873653927,True,False,True,False,True,False
133000,1.29,0,14,10300,0,1,1676,44,2,1,2.0,3,0,7.424165281042028,9.239899174217728,11.79810440720389,False,False,True,False,True,False
185000,1.0,0,0,4000,0,0,768,22,4,0,2.0,9,0,6.643789733147672,8.294049640102028,12.128111104060462,True,False,True,False,True,False
115000,0.88,0,16,10000,0,1,1560,22,3,1,1.5,8,1,7.352441100243583,9.210340371976184,11.652687407345388,False,False,False,False,True,False
100000,0.52,0,91,5000,0,0,1000,22,3,0,1.0,6,0,6.907755278982137,8.517193191416238,11.512925464970229,False,True,True,False,True,False
117000,0.07,0,15,18900,0,0,1676,51,4,1,1.5,9,0,7.424165281042028,9.846917201047734,11.669929213779893,False,False,False,False,True,False
150000,0.32,0,11,19400,0,0,1656,51,3,0,1.5,6,0,7.412160334945205,9.87302834505142,11.918390573078392,False,False,False,False,False,False
187500,0.92,0,11,20600,0,0,2300,51,3,1,1.5,7,0,7.7406644019172415,9.933046354777673,12.141534124392603,False,False,False,False,True,False
107000,0.46,0,25,18700,0,0,1712,51,3,1,1.0,6,0,7.445417556701687,9.836278802842678,11.580584113444043,True,False,True,False,True,False
126900,0.46,0,26,18700,0,0,1350,51,3,0,1.5,5,0,7.2078598714324755,9.836278802842678,11.751154653702478,True,False,True,False,True,False
147000,0.11,0,15,18900,0,0,1676,51,3,1,2.5,6,0,7.424165281042028,9.846917201047734,11.898187865760873,True,False,True,False,True,False
62000,0.4,0,103,10500,0,0,1317,51,3,0,1.5,7,0,7.183111701743281,9.259130536145614,11.03488966402723,True,False,False,True,True,False
101000,0.87,0,30,8700,0,0,1056,51,3,1,2.0,8,0,6.962243464266207,9.071078304642676,11.522875795823397,True,False,True,False,True,False
143500,0.59,0,13,19900,0,0,912,51,3,0,1.0,7,0,6.815639990074331,9.898475010712584,11.874090314181814,True,False,True,False,True,False
113400,0.93,0,18,4500,0,0,1232,44,2,0,2.0,3,1,7.116394144093465,8.411832675758411,11.638676670275789,False,False,False,False,True,False
76320,0.15,0,68,2000,0,0,1380,44,3,1,1.0,5,1,7.22983877815125,7.600902459542082,11.242690306122169,True,False,True,False,False,True
110000,0.59,0,10,3100,0,1,936,44,3,0,1.0,6,0,6.841615476477592,8.039157390473237,11.608235644774552,True,False,True,False,True,False
88000,0.33,0,49,3400,0,0,720,44,3,0,1.0,4,0,6.579251212010101,8.131530710604252,11.385092093460344,True,False,True,False,True,False
108000,0.32,0,30,6500,0,0,1628,44,2,1,1.5,4,0,7.395107546562485,8.779557455883728,11.589886506106357,False,True,False,True,True,False
114900,0.46,0,41,5000,0,0,1144,44,3,0,1.5,6,1,7.042286171939743,8.517193191416238,11.651817463836847,True,False,True,False,True,False
146000,0.48,0,2,3000,0,0,1827,44,3,0,2.5,9,0,7.510430556378006,8.006367567650246,11.891361900690473,True,False,True,False,True,False
225000,2.37,0,8,3300,0,0,1784,44,3,1,2.0,6,0,7.486613313139955,8.101677747454572,12.323855681186558,False,True,False,True,True,False
138000,0.83,0,16,3700,0,1,1851,44,3,1,2.5,8,0,7.523481312573497,8.216088098632316,11.835008964139341,True,False,True,False,True,False
218070,1.0,0,0,3500,1,0,2194,44,4,0,2.5,8,0,7.693481640835175,8.160518247477505,12.29257139114679,True,False,False,True,True,False
25000,0.21,0,75,900,0,0,920,44,2,0,1.0,6,0,6.824373670043086,6.802394763324311,10.126631103850338,False,True,True,False,True,False
112000,0.27,0,36,3800,0,0,1280,44,3,0,1.0,5,0,7.154615356913663,8.242756345714477,11.626254150277232,True,False,False,True,False,True
112500,0.72,0,43,4600,0,0,1232,44,3,1,1.0,5,1,7.116394144093465,8.433811582477187,11.630708500626612,False,False,False,False,True,False
97000,0.36,0,45,3600,0,0,1406,44,3,0,1.5,6,0,7.2485040723706105,8.1886891244442,11.48246625748552,True,False,False,True,True,False
121000,0.52,0,6,2500,0,0,1164,44,3,0,2.0,5,1,7.059617628291383,7.824046010856292,11.703545824578878,True,False,True,False,True,False
65720,0.19,0,123,2100,0,0,1198,44,3,0,1.0,5,0,7.088408778675395,7.649692623711514,11.093158572151204,True,False,False,True,False,True
225000,0.38,0,10,6600,0,1,2206,44,4,1,2.5,8,1,7.698936199813447,8.794824928014517,12.323855681186558,True,False,True,False,True,False
192000,0.82,0,0,5000,1,1,1880,44,3,1,2.5,9,0,7.539027055823995,8.517193191416238,12.165250651009918,True,False,True,False,True,False
158500,0.69,0,6,3400,0,0,1368,44,3,0,1.5,8,0,7.221105098182496,8.131530710604252,11.973509872299472,False,True,True,False,True,False
247000,0.51,0,16,6000,0,1,1901,44,3,1,2.5,5,1,7.550135342488429,8.699514748210191,12.417143615610113,True,False,True,False,True,False
193777,0.72,0,11,3200,0,0,1547,44,3,0,2.0,8,0,7.344072850573066,8.070906088787819,12.174463292345319,True,False,True,False,True,False
136500,0.62,0,12,5400,0,0,896,44,3,0,2.0,5,1,6.79794041297493,8.594154232552366,11.824079893607152,True,False,True,False,True,False
75000,1.0,0,45,8000,0,0,1008,44,3,0,1.0,7,1,6.915723448631314,8.987196820661973,11.225243392518447,True,False,True,False,True,False
45000,0.52,0,75,3900,0,0,912,44,2,0,1.0,4,0,6.815639990074331,8.268731832117737,10.714417768752456,True,False,True,False,True,False
243000,0.82,0,12,3700,0,0,2443,44,3,0,2.5,6,0,7.8009820712577405,8.216088098632316,12.400816722322686,True,False,True,False,True,False
90000,0.29,0,83,3900,0,0,900,44,4,0,1.0,7,0,6.802394763324311,8.268731832117737,11.407564949312402,True,False,True,False,False,True
158000,0.52,0,0,4400,1,1,2098,44,3,0,2.0,7,0,7.6487397889562425,8.389359819906353,11.970350312009105,True,False,True,False,True,False
174000,0.64,0,9,3000,0,0,2115,44,4,1,2.5,7,0,7.656810091480378,8.006367567650246,12.066810578196666,True,False,False,True,True,False
150000,0.52,0,12,4500,0,0,1344,44,2,1,2.0,7,1,7.203405521083095,8.411832675758411,11.918390573078392,True,False,True,False,True,False
159650,1.0,0,3,5200,0,0,1106,44,3,0,1.0,8,0,7.00850518208228,8.556413904569519,11.980739198142928,True,False,True,False,True,False
139062,0.69,0,33,6500,0,0,1440,44,3,2,2.0,6,0,7.272398392570047,8.779557455883728,11.842675155830614,True,False,False,True,True,False
84950,0.13,0,0,15000,1,0,840,51,2,0,1.0,3,0,6.733401891837359,9.615805480084347,11.349818127100079,True,False,True,False,False,True
102000,0.22,0,10,7300,0,0,1170,51,2,0,1.0,6,0,7.064759027791802,8.895629627136483,11.532728092266408,True,False,True,False,False,True
175000,0.46,0,15,23400,0,0,1664,51,4,0,1.0,5,0,7.416979621381154,10.060491301345794,12.072541252905651,False,True,True,False,True,False
78500,1.0,0,153,27300,0,0,3024,51,4,0,1.0,12,0,8.014335737299424,10.21464198117305,11.2708539037705,False,True,True,False,True,False
232478,1.0,0,0,15900,0,0,2598,51,4,1,2.5,9,0,7.862497197230545,9.674074388208323,12.356550875876534,True,False,True,False,False,False
93805,0.13,0,0,15000,1,0,840,51,2,0,1.5,7,0,6.733401891837359,9.615805480084347,11.448973438477712,True,False,True,False,False,True
119900,1.03,0,63,41500,0,0,1701,41,5,0,1.0,10,0,7.438971592395862,10.63344870621879,11.694413341015606,False,True,False,True,True,False
146000,1.17,0,33,41800,0,0,1456,41,3,1,1.5,6,0,7.283448228756631,10.640651618512848,11.891361900690473,False,True,True,False,True,False
125000,0.34,0,44,19000,0,0,1224,71,3,0,1.0,4,0,7.1098794630722715,9.852194258148577,11.736069016284437,False,True,True,False,True,False
135000,0.38,0,48,21300,0,0,1411,71,3,1,1.0,5,0,7.252053951852814,9.966462351697517,11.813030057420567,True,False,True,False,True,False
157500,1.96,0,29,39700,0,0,1608,71,3,1,1.5,5,0,7.382746449738912,10.589106466675283,11.967180737247824,False,True,True,False,True,False
135000,3.0,0,178,44500,0,0,3020,41,4,0,2.5,12,0,8.013012110368916,10.703244468154331,11.813030057420567,False,True,False,True,True,False
142900,0.33,0,32,22500,0,0,1898,64,3,1,1.5,7,0,7.5485559791698735,10.021270588192511,11.869900363917958,True,False,False,True,False,True
259900,0.46,0,1,36600,1,1,2544,64,4,1,2.5,9,0,7.841492924460013,10.507803519389457,12.468052220629582,True,False,True,False,False,True
85000,0.29,0,16,22100,0,0,1038,64,2,0,1.0,7,0,6.945051063725834,10.003332887505843,11.350406535472453,False,False,False,False,False,True
180377,0.35,0,1,37000,1,0,1820,64,3,1,2.5,6,0,7.506591780070841,10.51867319162636,12.102804384025788,True,False,True,False,False,True
163500,0.28,0,21,28400,0,1,2202,64,3,1,2.0,10,0,7.697121317282625,10.254144424149297,12.004568269319446,False,False,False,False,False,True
106500,0.52,0,53,20300,0,0,2387,64,3,0,1.0,6,1,7.77779262633883,9.918376165029878,11.575900264131617,False,True,True,False,True,False
115000,0.11,0,16,20700,0,1,1368,64,2,1,1.5,3,1,7.221105098182496,9.93788897925346,11.652687407345388,False,False,False,False,False,True
115000,0.14,0,16,21000,0,1,1480,64,2,1,2.0,5,0,7.299797366758161,9.95227771670556,11.652687407345388,False,False,False,False,False,True
135000,0.14,0,15,19600,0,1,1348,64,2,1,1.5,5,1,7.206377291472252,9.883284845218608,11.813030057420567,False,False,False,False,False,True
198900,0.47,0,7,25500,0,1,1889,64,4,1,2.5,8,0,7.543802867501509,10.146433731146518,12.200557464842063,True,False,True,False,False,True
139000,0.14,0,16,19600,0,1,1343,64,2,1,1.5,6,1,7.202661196523238,9.883284845218608,11.842229212112828,False,False,False,False,False,True
206000,0.51,0,15,39600,0,1,2011,64,3,1,2.5,7,0,7.606387389772652,10.586584397242571,12.235631447771718,True,False,True,False,False,True
120000,0.21,0,15,28800,0,1,1180,64,2,1,1.5,3,0,7.07326971745971,10.268130666124037,11.695247021764184,True,False,True,False,False,True
205980,0.14,0,1,45200,1,1,1983,64,3,1,2.5,5,0,7.592366128519796,10.718852365820323,12.235534355679793,True,False,True,False,False,True
275000,0.55,0,14,72000,0,1,2253,64,3,1,2.5,7,1,7.720017940432244,11.184421397998193,12.524526376648708,True,False,True,False,False,True
139000,0.07,0,12,24500,0,1,1604,64,2,0,1.5,4,1,7.38025578842646,10.106428396532818,11.842229212112828,True,False,True,False,False,True
89900,0.49,0,83,11900,0,0,1196,45,3,0,1.0,6,1,7.086737934510577,9.38429367909962,11.406453220459712,True,False,True,False,True,False
139900,0.07,0,13,24500,0,1,1602,64,2,0,2.5,7,0,7.379008127628304,10.106428396532818,11.848683160653573,True,False,True,False,False,True
172750,0.36,0,1,37100,1,0,1747,64,3,0,2.5,5,1,7.465655310134056,10.521372248595526,12.059600741629916,True,False,True,False,False,True
136000,0.5,0,37,19800,0,0,1092,64,3,0,1.0,5,0,6.9957661563048505,9.893437216682626,11.820410164718188,False,True,False,True,True,False
270000,0.48,0,10,37800,0,1,2410,64,4,1,2.5,11,1,7.787382026484701,10.54006438160768,12.506177237980511,True,False,True,False,False,True
174000,0.29,0,14,31100,0,1,1933,64,3,1,2.5,6,0,7.566828479208331,10.344963098167325,12.066810578196666,True,False,True,False,False,True
379000,0.68,0,9,57200,0,1,3080,64,4,1,2.5,12,0,8.03268487596762,10.95430917736789,12.845291484064564,True,False,True,False,False,True
382500,4.08,0,13,75500,0,1,4534,64,6,2,2.5,12,0,8.419359831067474,11.231887935237117,12.854483932248728,False,True,True,False,True,False
144900,0.1,0,14,26000,0,1,1677,64,3,1,2.5,5,1,7.424761761823209,10.165851817003619,11.883799128308773,True,False,True,False,False,True
349900,0.62,0,7,57800,0,1,2900,64,4,1,2.5,11,0,7.9724660159745655,10.96474405466047,12.765402678355779,True,False,True,False,False,True
133000,0.07,0,16,20300,0,1,1392,64,2,1,1.5,5,0,7.238496840894365,9.918376165029878,11.79810440720389,False,False,False,False,False,True
115000,0.16,0,15,22400,0,0,1058,64,2,1,1.5,7,0,6.964135612418245,10.01681623784313,11.652687407345388,True,False,True,False,False,True
211950,0.36,0,1,29200,1,1,2342,64,4,1,2.5,8,1,7.758760544157663,10.281923988256374,12.264105676780783,True,False,True,False,False,True
227812,0.01,0,0,37200,1,1,2206,64,4,1,2.5,10,1,7.698936199813447,10.524064040261237,12.336276006395325,True,False,True,False,False,True
164400,0.34,0,1,36200,1,1,1516,64,3,1,2.0,5,0,7.323830566202317,10.496814397813862,12.010057761604216,True,False,True,False,False,True
340000,0.75,0,12,82500,0,1,2836,64,4,1,2.5,10,1,7.950149887652018,11.320553572322773,12.736700896592344,True,False,True,False,False,True
139900,0.29,0,15,35200,0,1,1256,64,2,0,1.5,7,0,7.135687347028144,10.468801361586188,11.848683160653573,True,False,True,False,False,True
279900,0.47,0,6,20000,0,1,2340,64,4,1,3.5,10,0,7.757906208351747,9.903487552536127,12.542187675503545,True,False,True,False,False,True
225000,0.32,0,0,53900,1,1,2129,64,4,1,2.5,9,0,7.663407664893479,10.89488575689709,12.323855681186558,True,False,True,False,False,True
144500,0.12,0,15,16800,0,1,1343,64,2,1,2.5,4,0,7.202661196523238,9.72913416539135,11.881034786534624,True,False,True,False,False,True
362710,1.0,0,0,24300,1,1,2963,64,4,1,2.5,10,0,7.993957547573565,10.09823162932864,12.801358895886233,True,False,True,False,True,False
247000,0.46,0,13,36600,0,1,2114,64,4,1,3.5,8,0,7.656337166430183,10.507803519389457,12.417143615610113,True,False,True,False,False,True
120000,0.18,0,16,21400,0,1,1144,64,2,1,1.0,7,0,7.042286171939743,9.971146201009942,11.695247021764184,False,False,False,False,False,True
136000,0.55,0,33,14900,0,0,988,64,3,1,1.0,7,0,6.895682697747868,9.60911649193355,11.820410164718188,False,True,True,False,True,False
228500,0.46,0,9,45800,0,0,1475,64,3,0,2.0,4,0,7.29641326877392,10.732039370102276,12.339291489316397,True,False,True,False,False,True
162800,0.15,0,10,28500,0,0,1247,64,3,0,1.5,7,1,7.1284959456800365,10.257659366256743,12.000277732550577,True,False,True,False,False,True
230000,0.93,0,48,23500,0,0,1912,64,5,1,2.0,10,1,7.555905093611346,10.06475570013225,12.345834587905333,True,False,False,True,True,False
115800,0.46,0,23,19700,0,0,1440,64,3,0,1.5,5,0,7.272398392570047,9.88837391472608,11.659619844121032,False,True,True,False,True,False
175000,0.26,0,16,30100,0,1,1596,64,3,1,2.0,6,1,7.3752557780097545,10.312280450736967,12.072541252905651,True,False,True,False,False,True
263008,0.63,0,0,24400,1,1,2665,64,4,1,2.5,11,0,7.887959336599945,10.102338411281293,12.479939728948226,True,False,True,False,False,True
146000,0.5,0,35,28000,0,0,1984,64,3,0,1.5,8,1,7.592870287844818,10.239959789157341,11.891361900690473,True,False,False,True,True,False
204900,0.03,0,10,35800,0,1,1616,64,3,0,2.0,6,1,7.38770923908104,10.485703172388792,12.230277334226992,True,False,True,False,False,True
265000,0.17,0,9,40500,0,0,1917,64,3,1,2.5,5,0,7.558516743045645,10.60905725309463,12.487485104968359,True,False,True,False,False,True
167500,0.64,0,37,16400,0,0,2592,64,3,1,1.5,9,0,7.860185057472165,9.70503661381229,12.028738630247258,False,True,False,True,True,False
205000,0.47,0,6,25500,0,0,1845,64,3,1,2.5,9,0,7.520234556474628,10.146433731146518,12.230765258120545,True,False,True,False,False,True
170000,0.92,0,53,29000,0,1,1360,57,4,0,1.0,9,1,7.215239978730097,10.275051108968611,12.043553716032399,False,True,True,False,True,False
